InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,MonthName,YearMonth,IsCancelled,IsValidSale,CustomerID_Status
565396,10133,COLOURING PENCILS BROWN TUBE,1,2011-09-02 16:39:00,0.42,,United Kingdom,0.42,2011,9,Sep,2011-09,0,1,Missing
542252,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-01-26 16:01:00,2.08,,United Kingdom,2.08,2011,1,Jan,2011-01,0,1,Missing
571435,23354,6 GIFT TAGS 50'S CHRISTMAS ,36,2011-10-17 13:23:00,0.83,14211.0,United Kingdom,29.88,2011,10,Oct,2011-10,0,1,Present
573978,21644,check,27,2011-11-02 11:02:00,0.0,,United Kingdom,0.0,2011,11,Nov,2011-11,0,0,Missing
548714,82581,TOILET METAL SIGN,2,2011-04-03 15:07:00,0.55,17337.0,United Kingdom,1.1,2011,4,Apr,2011-04,0,1,Present
575903,22297,HEART IVORY TRELLIS SMALL,48,2011-11-11 15:24:00,1.25,13557.0,United Kingdom,60.0,2011,11,Nov,2011-11,0,1,Present
564734,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,3,2011-08-28 13:32:00,1.45,12484.0,Spain,4.35,2011,8,Aug,2011-08,0,1,Present
555573,21385,IVORY HANGING DECORATION  HEART,3,2011-06-05 15:46:00,0.85,15349.0,United Kingdom,2.55,2011,6,Jun,2011-06,0,1,Present
C552021,22963,JAM JAR WITH GREEN LID,-51,2011-05-05 17:57:00,0.72,15125.0,United Kingdom,-36.72,2011,5,May,2011-05,1,0,Present
540646,22249,DECORATION WHITE CHICK MAGIC GARDEN,7,2011-01-10 14:32:00,0.81,,United Kingdom,5.67,2011,1,Jan,2011-01,0,1,Missing
560914,22469,HEART OF WICKER SMALL,12,2011-07-21 18:08:00,1.65,17175.0,United Kingdom,19.799999999999997,2011,7,Jul,2011-07,0,1,Present
547386,90013B,BLACK VINTAGE EARRINGS,1,2011-03-22 15:52:00,4.15,,United Kingdom,4.15,2011,3,Mar,2011-03,0,1,Missing
C563433,84629,WHITE 3 FRAME BIRDS AND TREE ,-1,2011-08-16 12:14:00,4.95,16033.0,United Kingdom,-4.95,2011,8,Aug,2011-08,1,0,Present
542622,22811,SET OF 6 T-LIGHTS CACTI ,1,2011-01-31 09:09:00,5.79,,United Kingdom,5.79,2011,1,Jan,2011-01,0,1,Missing
575199,22898,CHILDRENS APRON APPLES DESIGN,8,2011-11-09 09:48:00,1.95,12921.0,United Kingdom,15.6,2011,11,Nov,2011-11,0,1,Present
537409,22867,HAND WARMER BIRD DESIGN,12,2010-12-06 15:00:00,2.1,15194.0,United Kingdom,25.200000000000003,2010,12,Dec,2010-12,0,1,Present
541316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2011-01-17 14:27:00,2.95,13209.0,United Kingdom,53.1,2011,1,Jan,2011-01,0,1,Present
537640,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,21,2010-12-07 15:31:00,6.77,,United Kingdom,142.17,2010,12,Dec,2010-12,0,1,Missing
537823,85114B,IVORY ENCHANTED FOREST PLACEMAT,3,2010-12-08 14:25:00,3.36,,United Kingdom,10.08,2010,12,Dec,2010-12,0,1,Missing
540154,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,2011-01-05 11:30:00,0.81,,United Kingdom,0.81,2011,1,Jan,2011-01,0,1,Missing
550312,82482,WOODEN PICTURE FRAME WHITE FINISH,24,2011-04-17 11:18:00,2.55,13089.0,United Kingdom,61.199999999999996,2011,4,Apr,2011-04,0,1,Present
547946,22499,WOODEN UNION JACK BUNTING,12,2011-03-28 14:59:00,5.95,12971.0,United Kingdom,71.4,2011,3,Mar,2011-03,0,1,Present
577358,22492,MINI PAINT SET VINTAGE ,4,2011-11-18 15:59:00,1.63,,United Kingdom,6.52,2011,11,Nov,2011-11,0,1,Missing
555851,72741,GRAND CHOCOLATECANDLE,9,2011-06-07 13:37:00,1.45,13050.0,United Kingdom,13.049999999999999,2011,6,Jun,2011-06,0,1,Present
543826,35095A,BLUE VICTORIAN FABRIC OVAL BOX,2,2011-02-14 09:41:00,0.83,,United Kingdom,1.66,2011,2,Feb,2011-02,0,1,Missing
541516,17084N,FAIRY DREAMS INCENSE ,10,2011-01-18 17:34:00,0.42,,United Kingdom,4.2,2011,1,Jan,2011-01,0,1,Missing
543306,22489,PACK OF 12 TRADITIONAL CRAYONS,2,2011-02-07 11:56:00,0.42,16686.0,United Kingdom,0.84,2011,2,Feb,2011-02,0,1,Present
565725,22593,CHRISTMAS GINGHAM STAR,12,2011-09-06 11:55:00,0.85,13949.0,United Kingdom,10.2,2011,9,Sep,2011-09,0,1,Present
541695,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,2011-01-20 18:01:00,2.46,,United Kingdom,2.46,2011,1,Jan,2011-01,0,1,Missing
558774,21993,FLORAL FOLK STATIONERY SET,2,2011-07-04 10:17:00,2.46,,United Kingdom,4.92,2011,7,Jul,2011-07,0,1,Missing
565847,22946,WOODEN ADVENT CALENDAR CREAM,1,2011-09-07 12:44:00,33.29,,United Kingdom,33.29,2011,9,Sep,2011-09,0,1,Missing
558371,84692,BOX OF 24 COCKTAIL PARASOLS,5,2011-06-28 15:44:00,1.63,,United Kingdom,8.149999999999999,2011,6,Jun,2011-06,0,1,Missing
577252,23474,WOODLAND SMALL BLUE FELT HEART,1,2011-11-18 12:22:00,0.83,18034.0,United Kingdom,0.83,2011,11,Nov,2011-11,0,1,Present
558328,22904,CALENDAR PAPER CUT DESIGN,12,2011-06-28 12:09:00,2.95,15146.0,United Kingdom,35.400000000000006,2011,6,Jun,2011-06,0,1,Present
558194,21989,PACK OF 20 SKULL PAPER NAPKINS,1,2011-06-27 12:28:00,0.85,14583.0,United Kingdom,0.85,2011,6,Jun,2011-06,0,1,Present
571717,21990,MODERN FLORAL STATIONERY SET,2,2011-10-18 17:10:00,1.25,14381.0,United Kingdom,2.5,2011,10,Oct,2011-10,0,1,Present
551616,21088,SET/6 FRUIT SALAD PAPER CUPS,3,2011-05-03 11:40:00,0.19,15048.0,United Kingdom,0.5700000000000001,2011,5,May,2011-05,0,1,Present
537429,22489,PACK OF 12 TRADITIONAL CRAYONS,8,2010-12-06 15:54:00,0.42,12748.0,United Kingdom,3.36,2010,12,Dec,2010-12,0,1,Present
554067,22560,TRADITIONAL MODELLING CLAY,24,2011-05-22 10:47:00,1.25,18150.0,United Kingdom,30.0,2011,5,May,2011-05,0,1,Present
567668,21803,CHRISTMAS TREE STAR DECORATION,2,2011-09-21 15:29:00,0.42,,United Kingdom,0.84,2011,9,Sep,2011-09,0,1,Missing
550638,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1,2011-04-19 15:44:00,2.46,,United Kingdom,2.46,2011,4,Apr,2011-04,0,1,Missing
568301,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-09-26 12:45:00,8.25,16383.0,United Kingdom,8.25,2011,9,Sep,2011-09,0,1,Present
572897,21731,RED TOADSTOOL LED NIGHT LIGHT,7,2011-10-26 14:42:00,4.13,,United Kingdom,28.91,2011,10,Oct,2011-10,0,1,Missing
572484,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,2011-10-24 13:50:00,1.25,17220.0,United Kingdom,2.5,2011,10,Oct,2011-10,0,1,Present
561334,23202,JUMBO BAG VINTAGE LEAF,1,2011-07-26 14:27:00,2.08,15440.0,United Kingdom,2.08,2011,7,Jul,2011-07,0,1,Present
558475,21467,CHERRY CROCHET FOOD COVER,5,2011-06-29 15:58:00,3.29,,United Kingdom,16.45,2011,6,Jun,2011-06,0,1,Missing
538177,22629,SPACEBOY LUNCH BOX ,3,2010-12-10 09:51:00,4.21,,United Kingdom,12.629999999999999,2010,12,Dec,2010-12,0,1,Missing
564043,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-08-22 12:55:00,1.65,14414.0,United Kingdom,16.5,2011,8,Aug,2011-08,0,1,Present
545708,21735,TWO DOOR CURIO CABINET,2,2011-03-07 09:39:00,12.75,14915.0,United Kingdom,25.5,2011,3,Mar,2011-03,0,1,Present
552677,23163,REGENCY SUGAR TONGS,1,2011-05-10 15:07:00,4.96,,United Kingdom,4.96,2011,5,May,2011-05,0,1,Missing
538200,15058A,BLUE POLKADOT GARDEN PARASOL,1,2010-12-10 11:11:00,7.95,17912.0,United Kingdom,7.95,2010,12,Dec,2010-12,0,1,Present
566602,22834,HAND WARMER BABUSHKA DESIGN,2,2011-09-13 16:05:00,4.13,,United Kingdom,8.26,2011,9,Sep,2011-09,0,1,Missing
550827,22631,CIRCUS PARADE LUNCH BOX ,12,2011-04-21 10:16:00,1.95,12670.0,France,23.4,2011,4,Apr,2011-04,0,1,Present
558558,22892,SET OF SALT AND PEPPER TOADSTOOLS,2,2011-06-30 13:17:00,1.25,17841.0,United Kingdom,2.5,2011,6,Jun,2011-06,0,1,Present
548610,21754,HOME BUILDING BLOCK WORD,1,2011-04-01 11:28:00,5.95,15860.0,United Kingdom,5.95,2011,4,Apr,2011-04,0,1,Present
553543,20712,JUMBO BAG WOODLAND ANIMALS,4,2011-05-17 15:35:00,4.13,,United Kingdom,16.52,2011,5,May,2011-05,0,1,Missing
572660,22664,TOY TIDY DOLLY GIRL DESIGN,2,2011-10-25 12:30:00,2.1,14527.0,United Kingdom,4.2,2011,10,Oct,2011-10,0,1,Present
571241,22945,CHRISTMAS METAL TAGS ASSORTED ,6,2011-10-14 14:58:00,0.85,14592.0,United Kingdom,5.1,2011,10,Oct,2011-10,0,1,Present
558774,22232,JIGSAW TOADSTOOLS 3 PIECE,2,2011-07-04 10:17:00,1.25,,United Kingdom,2.5,2011,7,Jul,2011-07,0,1,Missing
564851,82552,WASHROOM METAL SIGN,24,2011-08-30 16:53:00,1.45,13183.0,United Kingdom,34.8,2011,8,Aug,2011-08,0,1,Present
574852,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-11-07 12:04:00,2.95,15493.0,United Kingdom,2.95,2011,11,Nov,2011-11,0,1,Present
557858,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-06-23 11:51:00,4.95,14159.0,United Kingdom,4.95,2011,6,Jun,2011-06,0,1,Present
574298,21207,SKULL AND CROSSBONES  GARLAND ,1,2011-11-03 15:56:00,1.63,,United Kingdom,1.63,2011,11,Nov,2011-11,0,1,Missing
544812,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-02-23 15:58:00,9.96,,United Kingdom,9.96,2011,2,Feb,2011-02,0,1,Missing
541424,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-01-17 17:57:00,5.79,,United Kingdom,5.79,2011,1,Jan,2011-01,0,1,Missing
562804,22776,SWEETHEART CAKESTAND 3 TIER,12,2011-08-09 14:48:00,8.5,13355.0,United Kingdom,102.0,2011,8,Aug,2011-08,0,1,Present
555091,23300,GARDENERS KNEELING PAD CUP OF TEA ,4,2011-05-31 12:50:00,1.65,12748.0,United Kingdom,6.6,2011,5,May,2011-05,0,1,Present
581169,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-12-07 14:54:00,1.65,16779.0,United Kingdom,19.799999999999997,2011,12,Dec,2011-12,0,1,Present
545996,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-03-08 14:12:00,7.95,14367.0,United Kingdom,15.9,2011,3,Mar,2011-03,0,1,Present
556179,16161P,WRAP ENGLISH ROSE ,25,2011-06-09 11:27:00,0.42,13756.0,United Kingdom,10.5,2011,6,Jun,2011-06,0,1,Present
577774,22262,FELT EGG COSY CHICKEN,2,2011-11-21 15:57:00,0.85,16712.0,United Kingdom,1.7,2011,11,Nov,2011-11,0,1,Present
564471,21156,RETROSPOT CHILDRENS APRON,8,2011-08-25 12:26:00,1.95,12583.0,France,15.6,2011,8,Aug,2011-08,0,1,Present
561917,21056,DOCTOR'S BAG SOFT TOY,1,2011-08-01 11:57:00,8.95,16904.0,United Kingdom,8.95,2011,8,Aug,2011-08,0,1,Present
538145,84915,HAND TOWEL PINK FLOWER AND DAISY,2,2010-12-09 16:08:00,5.95,15211.0,United Kingdom,11.9,2010,12,Dec,2010-12,0,1,Present
558918,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-05 09:53:00,12.75,15646.0,United Kingdom,12.75,2011,7,Jul,2011-07,0,1,Present
553997,20725,LUNCH BAG RED RETROSPOT,50,2011-05-20 11:34:00,1.65,12656.0,France,82.5,2011,5,May,2011-05,0,1,Present
556932,23103,JINGLE BELL HEART DECORATION,1,2011-06-15 15:41:00,3.29,,United Kingdom,3.29,2011,6,Jun,2011-06,0,1,Missing
569846,21912,VINTAGE SNAKES & LADDERS,4,2011-10-06 13:42:00,3.75,13422.0,United Kingdom,15.0,2011,10,Oct,2011-10,0,1,Present
579268,22597,MUSICAL ZINC HEART DECORATION ,72,2011-11-29 09:47:00,0.29,14321.0,United Kingdom,20.88,2011,11,Nov,2011-11,0,1,Present
560772,21756,BATH BUILDING BLOCK WORD,1,2011-07-20 16:12:00,11.63,,United Kingdom,11.63,2011,7,Jul,2011-07,0,1,Missing
564729,22855,FINE WICKER HEART ,10,2011-08-28 12:44:00,1.25,13137.0,United Kingdom,12.5,2011,8,Aug,2011-08,0,1,Present
567670,85014B,RED RETROSPOT UMBRELLA,2,2011-09-21 15:32:00,12.46,,United Kingdom,24.92,2011,9,Sep,2011-09,0,1,Missing
547547,22090,PAPER BUNTING RETROSPOT,1,2011-03-23 15:30:00,5.79,,United Kingdom,5.79,2011,3,Mar,2011-03,0,1,Missing
553199,22467,GUMBALL COAT RACK,1,2011-05-15 15:13:00,2.55,17758.0,United Kingdom,2.55,2011,5,May,2011-05,0,1,Present
576652,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,36,2011-11-16 10:39:00,0.85,17198.0,United Kingdom,30.599999999999998,2011,11,Nov,2011-11,0,1,Present
569020,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-09-30 09:39:00,1.25,15321.0,United Kingdom,15.0,2011,9,Sep,2011-09,0,1,Present
542255,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2011-01-26 16:43:00,1.25,,United Kingdom,1.25,2011,1,Jan,2011-01,0,1,Missing
558729,22620,4 TRADITIONAL SPINNING TOPS,12,2011-07-01 14:51:00,1.45,13450.0,United Kingdom,17.4,2011,7,Jul,2011-07,0,1,Present
549825,23176,ABC TREASURE BOOK BOX ,8,2011-04-12 12:47:00,2.25,12463.0,Belgium,18.0,2011,4,Apr,2011-04,0,1,Present
561651,22667,RECIPE BOX RETROSPOT ,1,2011-07-28 15:36:00,5.79,,United Kingdom,5.79,2011,7,Jul,2011-07,0,1,Missing
573576,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,5,2011-10-31 14:09:00,3.29,14096.0,United Kingdom,16.45,2011,10,Oct,2011-10,0,1,Present
580615,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-12-05 12:05:00,1.25,16873.0,United Kingdom,15.0,2011,12,Dec,2011-12,0,1,Present
576339,20652,BLUE POLKADOT LUGGAGE TAG ,2,2011-11-14 15:27:00,2.46,14096.0,United Kingdom,4.92,2011,11,Nov,2011-11,0,1,Present
571890,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-10-19 14:05:00,4.95,16826.0,United Kingdom,14.850000000000001,2011,10,Oct,2011-10,0,1,Present
537036,85049G,CHOCOLATE BOX RIBBONS ,1,2010-12-03 17:28:00,1.25,15545.0,United Kingdom,1.25,2010,12,Dec,2010-12,0,1,Present
552624,71459,HANGING JAM JAR T-LIGHT HOLDER,12,2011-05-10 12:53:00,0.85,14505.0,United Kingdom,10.2,2011,5,May,2011-05,0,1,Present
575117,22446,PIN CUSHION BABUSHKA PINK,1,2011-11-08 14:22:00,3.35,12748.0,United Kingdom,3.35,2011,11,Nov,2011-11,0,1,Present
554694,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,2011-05-25 17:06:00,2.46,,United Kingdom,2.46,2011,5,May,2011-05,0,1,Missing
564661,22569,FELTCRAFT CUSHION BUTTERFLY,8,2011-08-26 14:45:00,3.75,12948.0,United Kingdom,30.0,2011,8,Aug,2011-08,0,1,Present
545901,37475,SET/4 COLOURFUL MIXING BOWLS,2,2011-03-07 17:52:00,9.95,15834.0,United Kingdom,19.9,2011,3,Mar,2011-03,0,1,Present
540454,22357,KINGS CHOICE BISCUIT TIN,12,2011-01-07 11:57:00,3.75,16191.0,United Kingdom,45.0,2011,1,Jan,2011-01,0,1,Present
549250,22266,EASTER DECORATION HANGING BUNNY,2,2011-04-07 12:10:00,0.65,14446.0,United Kingdom,1.3,2011,4,Apr,2011-04,0,1,Present
578089,23480,MINI LIGHTS WOODLAND MUSHROOMS,8,2011-11-22 17:02:00,3.75,12483.0,Sweden,30.0,2011,11,Nov,2011-11,0,1,Present
539470,20963,APPLE BATH SPONGE,2,2010-12-19 14:03:00,1.25,14472.0,United Kingdom,2.5,2010,12,Dec,2010-12,0,1,Present
556504,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-06-13 08:47:00,2.1,13936.0,United Kingdom,16.8,2011,6,Jun,2011-06,0,1,Present
574308,20677,PINK POLKADOT BOWL,8,2011-11-03 16:45:00,1.25,16409.0,United Kingdom,10.0,2011,11,Nov,2011-11,0,1,Present
552864,21239,PINK  POLKADOT CUP,6,2011-05-11 17:13:00,0.85,13235.0,United Kingdom,5.1,2011,5,May,2011-05,0,1,Present
577252,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,6,2011-11-18 12:22:00,2.1,18034.0,United Kingdom,12.600000000000001,2011,11,Nov,2011-11,0,1,Present
556579,90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,2,2011-06-13 14:16:00,5.95,15069.0,United Kingdom,11.9,2011,6,Jun,2011-06,0,1,Present
575972,22562,MONSTERS STENCIL CRAFT,1,2011-11-13 13:01:00,1.25,14499.0,United Kingdom,1.25,2011,11,Nov,2011-11,0,1,Present
561894,22984,CARD GINGHAM ROSE ,12,2011-07-31 15:00:00,0.42,14456.0,United Kingdom,5.04,2011,7,Jul,2011-07,0,1,Present
568342,47566,PARTY BUNTING,4,2011-09-26 15:10:00,4.95,14473.0,United Kingdom,19.8,2011,9,Sep,2011-09,0,1,Present
541796,22262,FELT EGG COSY CHICKEN,12,2011-01-21 13:55:00,0.85,14092.0,United Kingdom,10.2,2011,1,Jan,2011-01,0,1,Present
570858,22629,SPACEBOY LUNCH BOX ,1,2011-10-12 15:15:00,1.95,,United Kingdom,1.95,2011,10,Oct,2011-10,0,1,Missing
571713,22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,2011-10-18 16:58:00,2.46,,United Kingdom,2.46,2011,10,Oct,2011-10,0,1,Missing
574683,22690,DOORMAT HOME SWEET HOME BLUE ,1,2011-11-06 12:50:00,8.25,16372.0,United Kingdom,8.25,2011,11,Nov,2011-11,0,1,Present
580502,23046,PAPER LANTERN 9 POINT DELUXE STAR,1,2011-12-04 13:15:00,6.65,16931.0,United Kingdom,6.65,2011,12,Dec,2011-12,0,1,Present
568697,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,2011-09-28 14:57:00,3.75,16281.0,United Kingdom,270.0,2011,9,Sep,2011-09,0,1,Present
571035,48138,DOORMAT UNION FLAG,2,2011-10-13 12:50:00,8.25,12446.0,RSA,16.5,2011,10,Oct,2011-10,0,1,Present
545894,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-03-07 17:04:00,1.69,16242.0,United Kingdom,27.04,2011,3,Mar,2011-03,0,1,Present
574067,22810,SET OF 6 T-LIGHTS SNOWMEN,60,2011-11-02 14:50:00,2.55,14088.0,United Kingdom,153.0,2011,11,Nov,2011-11,0,1,Present
540033,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-01-04 14:12:00,2.55,13680.0,United Kingdom,81.6,2011,1,Jan,2011-01,0,1,Present
548874,22926,IVORY GIANT GARDEN THERMOMETER,2,2011-04-04 15:18:00,5.95,17716.0,United Kingdom,11.9,2011,4,Apr,2011-04,0,1,Present
550500,22817,CARD SUKI BIRTHDAY,2,2011-04-18 15:26:00,0.83,,United Kingdom,1.66,2011,4,Apr,2011-04,0,1,Missing
537240,22730,ALARM CLOCK BAKELIKE IVORY,3,2010-12-06 10:08:00,7.62,,United Kingdom,22.86,2010,12,Dec,2010-12,0,1,Missing
539453,21703,BAG 125g SWIRLY MARBLES,4,2010-12-17 17:08:00,0.85,,United Kingdom,3.4,2010,12,Dec,2010-12,0,1,Missing
564922,22084,,5,2011-08-31 12:43:00,0.0,,United Kingdom,0.0,2011,8,Aug,2011-08,0,0,Missing
565234,21394,RED POLKADOT BEAKER ,2,2011-09-02 09:38:00,1.63,,United Kingdom,3.26,2011,9,Sep,2011-09,0,1,Missing
579196,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-11-28 15:54:00,4.13,14096.0,United Kingdom,4.13,2011,11,Nov,2011-11,0,1,Present
559989,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,2011-07-14 12:21:00,2.1,13319.0,United Kingdom,16.8,2011,7,Jul,2011-07,0,1,Present
538634,21165,BEWARE OF THE CAT METAL SIGN ,2,2010-12-13 13:28:00,1.69,14085.0,United Kingdom,3.38,2010,12,Dec,2010-12,0,1,Present
562035,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-08-02 09:29:00,1.65,12627.0,Germany,19.799999999999997,2011,8,Aug,2011-08,0,1,Present
538884,82583,HOT BATHS METAL SIGN,1,2010-12-14 15:56:00,4.21,,United Kingdom,4.21,2010,12,Dec,2010-12,0,1,Missing
546108,22127,PARTY CONES CARNIVAL ASSORTED,36,2011-03-09 12:35:00,1.25,15529.0,United Kingdom,45.0,2011,3,Mar,2011-03,0,1,Present
540824,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-01-11 13:31:00,2.55,12728.0,France,22.95,2011,1,Jan,2011-01,0,1,Present
558123,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-06-27 10:16:00,6.35,15834.0,United Kingdom,12.7,2011,6,Jun,2011-06,0,1,Present
576045,22113,GREY HEART HOT WATER BOTTLE,2,2011-11-13 14:42:00,4.25,15022.0,United Kingdom,8.5,2011,11,Nov,2011-11,0,1,Present
571281,22798,ANTIQUE GLASS DRESSING TABLE POT,16,2011-10-16 13:23:00,2.55,14088.0,United Kingdom,40.8,2011,10,Oct,2011-10,0,1,Present
562790,22709,WRAP WEDDING DAY,25,2011-08-09 13:51:00,0.42,14646.0,Netherlands,10.5,2011,8,Aug,2011-08,0,1,Present
578953,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,2011-11-27 14:50:00,0.39,13546.0,United Kingdom,0.39,2011,11,Nov,2011-11,0,1,Present
537204,22602,CHRISTMAS RETROSPOT HEART WOOD,5,2010-12-05 14:45:00,0.85,15555.0,United Kingdom,4.25,2010,12,Dec,2010-12,0,1,Present
578029,23545,WRAP RED VINTAGE DOILY,25,2011-11-22 13:33:00,0.42,16985.0,United Kingdom,10.5,2011,11,Nov,2011-11,0,1,Present
542393,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-01-27 15:02:00,0.55,18125.0,United Kingdom,2.2,2011,1,Jan,2011-01,0,1,Present
553661,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,2011-05-18 11:59:00,9.95,13572.0,United Kingdom,19.9,2011,5,May,2011-05,0,1,Present
547788,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-03-25 12:00:00,2.46,,United Kingdom,2.46,2011,3,Mar,2011-03,0,1,Missing
570818,23103,JINGLE BELL HEART DECORATION,2,2011-10-12 12:47:00,1.65,17841.0,United Kingdom,3.3,2011,10,Oct,2011-10,0,1,Present
574306,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-11-03 16:37:00,1.65,17481.0,United Kingdom,19.799999999999997,2011,11,Nov,2011-11,0,1,Present
536638,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-12-02 11:41:00,1.25,16244.0,United Kingdom,30.0,2010,12,Dec,2010-12,0,1,Present
566292,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2011-09-11 15:35:00,4.25,13381.0,United Kingdom,34.0,2011,9,Sep,2011-09,0,1,Present
568146,23318,BOX OF 6 MINI VINTAGE CRACKERS,18,2011-09-25 11:33:00,2.49,16169.0,United Kingdom,44.82000000000001,2011,9,Sep,2011-09,0,1,Present
578283,20712,JUMBO BAG WOODLAND ANIMALS,30,2011-11-23 13:54:00,2.08,13139.0,United Kingdom,62.400000000000006,2011,11,Nov,2011-11,0,1,Present
574298,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,2,2011-11-03 15:56:00,3.29,,United Kingdom,6.58,2011,11,Nov,2011-11,0,1,Missing
569011,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,2011-09-30 08:14:00,1.25,14655.0,United Kingdom,20.0,2011,9,Sep,2011-09,0,1,Present
571713,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,2011-10-18 16:58:00,1.63,,United Kingdom,1.63,2011,10,Oct,2011-10,0,1,Missing
548533,22207,FRYING PAN UNION FLAG,12,2011-03-31 17:17:00,4.25,13883.0,United Kingdom,51.0,2011,3,Mar,2011-03,0,1,Present
576078,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-11-13 16:22:00,0.79,14432.0,United Kingdom,14.22,2011,11,Nov,2011-11,0,1,Present
571104,23223,CHRISTMAS TREE HANGING SILVER ,12,2011-10-13 15:58:00,0.83,18130.0,United Kingdom,9.959999999999999,2011,10,Oct,2011-10,0,1,Present
538488,22621,TRADITIONAL KNITTING NANCY,4,2010-12-12 12:41:00,1.45,13715.0,United Kingdom,5.8,2010,12,Dec,2010-12,0,1,Present
577103,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-11-17 17:08:00,7.95,15081.0,United Kingdom,15.9,2011,11,Nov,2011-11,0,1,Present
559549,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,2,2011-07-10 15:25:00,3.25,13230.0,United Kingdom,6.5,2011,7,Jul,2011-07,0,1,Present
545797,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-03-07 12:17:00,0.95,16225.0,United Kingdom,2.8499999999999996,2011,3,Mar,2011-03,0,1,Present
562564,20723,STRAWBERRY CHARLOTTE BAG,10,2011-08-07 10:43:00,0.85,15058.0,United Kingdom,8.5,2011,8,Aug,2011-08,0,1,Present
558475,35911A,MULTICOLOUR RABBIT EGG WARMER,1,2011-06-29 15:58:00,0.83,,United Kingdom,0.83,2011,6,Jun,2011-06,0,1,Missing
560433,21366,MIRRORED WALL ART PHOTO FRAMES,2,2011-07-18 15:49:00,3.29,,United Kingdom,6.58,2011,7,Jul,2011-07,0,1,Missing
574682,22197,POPCORN HOLDER,25,2011-11-06 12:44:00,0.85,14963.0,United Kingdom,21.25,2011,11,Nov,2011-11,0,1,Present
540026,21892,TRADITIONAL WOODEN CATCH CUP GAME ,3,2011-01-04 13:25:00,2.51,,United Kingdom,7.529999999999999,2011,1,Jan,2011-01,0,1,Missing
548405,22427,ENAMEL FLOWER JUG CREAM,3,2011-03-31 09:48:00,5.95,17088.0,United Kingdom,17.85,2011,3,Mar,2011-03,0,1,Present
538849,21314,SMALL GLASS HEART TRINKET POT,4,2010-12-14 13:31:00,2.1,14415.0,United Kingdom,8.4,2010,12,Dec,2010-12,0,1,Present
578994,21843,RED RETROSPOT CAKE STAND,5,2011-11-27 15:44:00,10.95,14911.0,EIRE,54.75,2011,11,Nov,2011-11,0,1,Present
571441,23220,REINDEER HEART DECORATION GOLD,1,2011-10-17 13:31:00,1.63,14096.0,United Kingdom,1.63,2011,10,Oct,2011-10,0,1,Present
